#{"t_start": 1663577230.6982, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
11,50,127.005451,0.78,0.8369497830130193
9,50,127.029252,0.82,0.8335263462651997
17,50,127.06915,0.66,0.7062419562419563
15,50,127.105293,0.7,0.7403989282524561
12,50,127.137891,0.76,0.7728264256777813
12,50,127.170541,0.76,0.7976729153199742
14,50,127.207399,0.72,0.699587170530327
18,50,127.24919,0.64,0.6859060402684564
10,50,127.278284,0.8,0.8244664863240156
15,50,127.315446,0.7,0.7000307976593779
11,50,127.341699,0.78,0.817274711568444
19,50,127.387229,0.62,0.6614535418583257
12,50,127.415666,0.76,0.7754585705249842
10,50,127.440547,0.8,0.8063948371956585
18,50,127.480092,0.64,0.6227180527383367
12,50,127.511178,0.76,0.7705357142857143
14,50,127.544127,0.72,0.7658635900916186
15,50,127.580629,0.7,0.6885139519792343
11,50,127.605334,0.78,0.7990314769975787
15,50,127.64344,0.7,0.7586206896551724
19,50,127.688302,0.62,0.6828178694158076
15,50,127.724925,0.7,0.6964570699010533
13,50,127.760473,0.74,0.7311589613679544
15,50,127.797362,0.7,0.7038818275506699
15,50,127.832767,0.7,0.6854352197644356
10,50,127.85991,0.8,0.813473149030823
13,50,127.892087,0.74,0.7524053880692751
12,50,127.926077,0.76,0.7836694860117112
13,50,127.961066,0.74,0.7822926990419558
16,50,127.995657,0.68,0.7370934049537452
12,50,128.028624,0.76,0.7849427168576105
9,50,128.05414,0.82,0.8641033167009099
16,50,128.094199,0.68,0.7529829087391164
11,50,128.123382,0.78,0.7985520931696569
17,50,128.163794,0.66,0.6674619743513271
18,50,128.20168,0.64,0.673469387755102
20,50,128.246029,0.6,0.580461811722913
11,50,128.273902,0.78,0.7599082869308876
15,50,128.312035,0.7,0.6775255018098059
15,50,128.348384,0.7,0.7217993079584775
11,50,128.375206,0.78,0.7570582084349947
10,50,128.402393,0.8,0.8265272786671023
