#{"t_start": 1663589804.9957452, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
37,50,53.957809,0.26,0.2563443623514295
44,50,54.215194,0.12,0.13767629281396912
42,50,54.474148,0.16,0.20108511359782977
43,50,54.728227,0.14,0.18184840425531915
37,50,54.973033,0.26,0.3137609153869316
41,50,55.240533,0.18,0.22335673261008296
47,50,55.504388,0.06,0.07049130302105584
41,50,55.764247,0.18,0.20845566647093364
39,50,56.024495,0.22,0.2529797377830751
39,50,56.26838,0.22,0.2650943396226415
38,50,56.518979,0.24,0.22874291430476826
41,50,56.770374,0.18,0.20173082661891972
39,50,57.029035,0.22,0.26604018146467917
38,50,57.276603,0.24,0.2781858831044395
41,50,57.534706,0.18,0.2438423645320197
38,50,57.785407,0.24,0.2665013944840409
41,50,58.039666,0.18,0.18864933417882054
34,50,58.28488,0.32,0.36689961880559085
39,50,58.534172,0.22,0.30070398927254444
37,50,58.792583,0.26,0.32128777923784496
41,50,59.059687,0.18,0.24057084607543322
41,50,59.310025,0.18,0.2335127860026918
45,50,59.577541,0.1,0.13043478260869565
42,50,59.841702,0.16,0.1927838698266714
45,50,60.098598,0.1,0.12444017914267434
42,50,60.360735,0.16,0.20633456334563346
38,50,60.60187,0.24,0.3096836049856184
42,50,60.855563,0.16,0.20129449838187702
39,50,61.115245,0.22,0.2207163601161665
47,50,61.388997,0.06,0.06879141685074155
43,50,61.651463,0.14,0.1857190747569561
45,50,61.930332,0.1,0.10254835738409579
45,50,62.185401,0.1,0.13038313038313037
38,50,62.422482,0.24,0.27329407689643226
37,50,62.673344,0.26,0.34089515634580014
44,50,62.943609,0.12,0.15658711997384767
47,50,63.206293,0.06,0.09498207885304659
39,50,63.452175,0.22,0.2614923384410393
36,50,63.701624,0.28,0.3185419968304279
39,50,63.954231,0.22,0.2500818330605565
41,50,64.201021,0.18,0.22479391249207356
40,50,64.460864,0.2,0.24953617810760667
44,50,64.737856,0.12,0.13741452295669163
45,50,65.008797,0.1,0.11253606925296569
42,50,65.273293,0.16,0.19281729428172942
45,50,65.535461,0.1,0.1343612334801762
40,50,65.786511,0.2,0.20488903184303633
46,50,66.05355,0.08,0.1169709263015551
39,50,66.303038,0.22,0.2786023500309215
37,50,66.551646,0.26,0.30211780277961614
40,50,66.801709,0.2,0.22870813397129186
36,50,67.053071,0.28,0.3125737898465171
38,50,67.296935,0.24,0.2843616371411118
43,50,67.554163,0.14,0.1525974025974026
42,50,67.821893,0.16,0.22157622739018087
45,50,68.076115,0.1,0.09763617677286741
42,50,68.339291,0.16,0.18383356070941337
42,50,68.5962,0.16,0.20561622464898596
46,50,68.864273,0.08,0.08423997513211066
41,50,69.120657,0.18,0.21922702176031178
40,50,69.38537,0.2,0.2415156507413509
42,50,69.643377,0.16,0.14741161616161616
40,50,69.897099,0.2,0.23669508967950603
40,50,70.157964,0.2,0.26567265333785156
43,50,70.416153,0.14,0.162936142198815
43,50,70.677707,0.14,0.15255332902391727
40,50,70.935377,0.2,0.2080267558528428
45,50,71.203962,0.1,0.12810707456978968
43,50,71.473833,0.14,0.17055016181229773
44,50,71.752764,0.12,0.1613812544045102
48,50,72.013187,0.04,0.04291574629220574
43,50,72.290254,0.14,0.17616261164151525
44,50,72.554545,0.12,0.13673526924161264
38,50,72.815069,0.24,0.2862116991643454
44,50,73.075737,0.12,0.13329061198333866
42,50,73.332019,0.16,0.18437603442568687
42,50,73.583965,0.16,0.21232417950435364
43,50,73.838181,0.14,0.19728566699768288
45,50,74.10099,0.1,0.10588611644273832
44,50,74.343937,0.12,0.15845896147403685
42,50,74.604071,0.16,0.195852534562212
47,50,74.880993,0.06,0.08494208494208494
49,50,75.15255,0.02,0.029793977812995247
48,50,75.413778,0.04,0.06900369003690036
34,50,75.668094,0.32,0.37971391417425226
43,50,75.936327,0.14,0.18440634098997088
39,50,76.173156,0.22,0.31290653885655595
41,50,76.406833,0.18,0.2249773208345933
43,50,76.664419,0.14,0.17459836314034555
36,50,76.909576,0.28,0.26395611487576637
40,50,77.163185,0.2,0.20957542908762422
40,50,77.403147,0.2,0.23702185792349728
46,50,77.668204,0.08,0.09209687699171447
40,50,77.919969,0.2,0.23099703849950642
41,50,78.167846,0.18,0.25766871165644173
43,50,78.426515,0.14,0.16698412698412698
34,50,78.66629,0.32,0.3682254567977702
45,50,78.944613,0.1,0.13438607798904287
44,50,79.198908,0.12,0.11775417298937785
42,50,79.45935,0.16,0.1729984301412873
42,50,79.707424,0.16,0.192465970243748
41,50,79.967187,0.18,0.18506493506493507
41,50,80.232965,0.18,0.23151436874394576
45,50,80.488236,0.1,0.12073578595317726
38,50,80.7429,0.24,0.26853526220614826
46,50,81.009776,0.08,0.07205934298834334
41,50,81.274274,0.18,0.2196188691034052
41,50,81.528406,0.18,0.18656207366984992
41,50,81.777651,0.18,0.2358523725834798
40,50,82.021452,0.2,0.2270233196159122
42,50,82.280639,0.16,0.19716814159292034
45,50,82.53305,0.1,0.12821326562995874
45,50,82.789979,0.1,0.12254570074475288
40,50,83.038578,0.2,0.2412818096135721
41,50,83.30323,0.18,0.21729419272495215
44,50,83.568418,0.12,0.15023183925811437
39,50,83.810467,0.22,0.28433579929237696
42,50,84.057251,0.16,0.18626155878467635
40,50,84.305533,0.2,0.2603586889301175
40,50,84.553344,0.2,0.26325757575757575
44,50,84.80003,0.12,0.16289592760180996
41,50,85.061423,0.18,0.20896010464355788
42,50,85.327306,0.16,0.18836648583484025
41,50,85.560519,0.18,0.21172839506172839
39,50,85.806486,0.22,0.24748371817643577
39,50,86.053623,0.22,0.24504561182761875
41,50,86.304036,0.18,0.23385518590998042
41,50,86.557142,0.18,0.23820297349709113
44,50,86.811262,0.12,0.1194078947368421
44,50,87.076791,0.12,0.13662790697674418
49,50,87.3487,0.02,0.030215364834458372
44,50,87.603818,0.12,0.1418395788169712
45,50,87.870365,0.1,0.09645909645909646
46,50,88.129696,0.08,0.09469442578912021
40,50,88.385283,0.2,0.21221281741233375
43,50,88.645967,0.14,0.16170479473519273
44,50,88.914484,0.12,0.15188708192697145
37,50,89.168077,0.26,0.29613189600507295
39,50,89.422732,0.22,0.22615803814713897
38,50,89.667105,0.24,0.2579458012713282
44,50,89.926328,0.12,0.13702623906705538
41,50,90.175282,0.18,0.22298507462686568
39,50,90.426564,0.22,0.2533025099075297
45,50,90.677169,0.1,0.1286549707602339
40,50,90.936095,0.2,0.270036581310276
39,50,91.20681,0.22,0.26180257510729615
32,50,91.445994,0.36,0.3783068783068783
42,50,91.698228,0.16,0.20596635988575054
42,50,91.960112,0.16,0.1930835734870317
41,50,92.218133,0.18,0.23562458691341706
37,50,92.474888,0.26,0.3327562326869806
42,50,92.740664,0.16,0.19937888198757764
42,50,92.998789,0.16,0.18098547062539483
40,50,93.254532,0.2,0.22538945972820681
40,50,93.518111,0.2,0.25845864661654133
39,50,93.770032,0.22,0.2687889727600919
44,50,94.051563,0.12,0.16540577716643742
37,50,94.312246,0.26,0.3015337423312883
40,50,94.566488,0.2,0.23228092783505155
43,50,94.824723,0.14,0.17549561260968477
44,50,95.087887,0.12,0.15638906547997458
45,50,95.342194,0.1,0.09939277724512624
36,50,95.586176,0.28,0.3713646532438479
41,50,95.846343,0.18,0.23261775072092278
43,50,96.09813,0.14,0.15212860970526942
42,50,96.347111,0.16,0.19356852950359038
44,50,96.605777,0.12,0.1398789509078682
41,50,96.85753,0.18,0.2171945701357466
38,50,97.120168,0.24,0.26515151515151514
44,50,97.384683,0.12,0.11288743882544862
44,50,97.641097,0.12,0.12887903736542114
43,50,97.899179,0.14,0.17754172989377845
45,50,98.158425,0.1,0.12311809969889595
41,50,98.414635,0.18,0.1880794701986755
39,50,98.649846,0.22,0.27652628142344104
43,50,98.918995,0.14,0.16729003740224413
39,50,99.168702,0.22,0.2708333333333333
39,50,99.415964,0.22,0.2180064308681672
39,50,99.668649,0.22,0.25752066115702477
45,50,99.934939,0.1,0.13312
46,50,100.201207,0.08,0.10337972166998012
40,50,100.464556,0.2,0.2497649639611407
44,50,100.727627,0.12,0.14626865671641792
40,50,100.98101,0.2,0.23997453851050288
36,50,101.238964,0.28,0.2893847194050034
44,50,101.507505,0.12,0.13862928348909656
45,50,101.776697,0.1,0.12434895833333333
