#{"t_start": 1663577230.7067392, "env_id": "RMSA-v0"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
42,50,117.049777,0.16,0.21474358974358973
44,50,117.301347,0.12,0.1582687338501292
44,50,117.556948,0.12,0.1641839378238342
47,50,117.818107,0.06,0.07830342577487764
49,50,118.078098,0.02,0.0260235947258848
46,50,118.324715,0.08,0.09702417854928705
45,50,118.577754,0.1,0.12376237623762376
44,50,118.830653,0.12,0.14793467819404418
36,50,119.077879,0.28,0.3227176220806794
50,50,119.348543,0.0,0.0
50,50,119.601618,0.0,0.0
49,50,119.853525,0.02,0.02440570522979398
43,50,120.078856,0.14,0.18905817174515235
48,50,120.30421,0.04,0.05437201907790143
47,50,120.536777,0.06,0.06429463171036205
50,50,120.797716,0.0,0.0
50,50,121.061016,0.0,0.0
50,50,121.324725,0.0,0.0
47,50,121.591059,0.06,0.057569296375266525
44,50,121.843006,0.12,0.1402572952620019
48,50,122.073506,0.04,0.030660377358490566
43,50,122.308112,0.14,0.1768079006052883
47,50,122.560466,0.06,0.06822429906542056
45,50,122.794064,0.1,0.14074307304785894
46,50,123.071623,0.08,0.11501807426881368
49,50,123.304356,0.02,0.02702702702702703
44,50,123.542956,0.12,0.14848181514848183
43,50,123.780674,0.14,0.14108993647609494
47,50,124.0126,0.06,0.08462532299741603
43,50,124.242628,0.14,0.17360285374554102
45,50,124.491276,0.1,0.14453125
48,50,124.75103,0.04,0.05502846299810247
47,50,125.007879,0.06,0.0737257281553398
43,50,125.253081,0.14,0.18268345102855388
48,50,125.520385,0.04,0.045454545454545456
48,50,125.777012,0.04,0.06127285037237644
50,50,126.05124,0.0,0.0
45,50,126.306523,0.1,0.11532483680447622
47,50,126.550328,0.06,0.08738524311458687
43,50,126.777979,0.14,0.18094912939569818
49,50,127.018646,0.02,0.028025870033877427
50,50,127.252499,0.0,0.0
48,50,127.49839,0.04,0.06093432633716994
46,50,127.741145,0.08,0.07804878048780488
47,50,127.994428,0.06,0.07775712515489468
44,50,128.250892,0.12,0.17331545424069728
48,50,128.48599,0.04,0.05370843989769821
48,50,128.73013,0.04,0.04821664464993395
46,50,128.965101,0.08,0.09450402144772117
45,50,129.201037,0.1,0.09664512157586949
48,50,129.46724,0.04,0.05288932419196866
43,50,129.721233,0.14,0.15862944162436549
45,50,129.980373,0.1,0.12740544127405443
50,50,130.235666,0.0,0.0
41,50,130.467753,0.18,0.2053125
44,50,130.721013,0.12,0.16933015980958857
39,50,130.967088,0.22,0.2456575682382134
48,50,131.230952,0.04,0.05667506297229219
44,50,131.494276,0.12,0.13686732554657083
45,50,131.748267,0.1,0.10800627943485086
46,50,131.993813,0.08,0.11758725855642155
41,50,132.243526,0.18,0.23543838136112813
46,50,132.498379,0.08,0.11215255332902392
45,50,132.760437,0.1,0.1196767174386074
47,50,133.019458,0.06,0.06921318968331701
46,50,133.264113,0.08,0.0984870958172649
45,50,133.517385,0.1,0.12730015082956259
49,50,133.762037,0.02,0.02078005115089514
50,50,134.030716,0.0,0.0
50,50,134.279827,0.0,0.0
45,50,134.542101,0.1,0.15720961281708945
44,50,134.788516,0.12,0.1505922165820643
41,50,135.028943,0.18,0.23953638119768192
46,50,135.287863,0.08,0.10888529886914378
48,50,135.555722,0.04,0.05582761998041136
49,50,135.809924,0.02,0.023409165842400263
44,50,136.070818,0.12,0.13530377668308702
46,50,136.327672,0.08,0.08763897972531066
50,50,136.58611,0.0,0.0
46,50,136.843644,0.08,0.08752327746741155
50,50,137.095465,0.0,0.0
50,50,137.367262,0.0,0.0
50,50,137.637893,0.0,0.0
49,50,137.905857,0.02,0.022699386503067485
47,50,138.162375,0.06,0.08655083655083655
47,50,138.436711,0.06,0.08128238341968912
43,50,138.689384,0.14,0.1704119850187266
43,50,138.947634,0.14,0.18055992450456118
48,50,139.179141,0.04,0.05764331210191083
49,50,139.42316,0.02,0.02928615009151922
50,50,139.667636,0.0,0.0
50,50,139.924576,0.0,0.0
46,50,140.176335,0.08,0.0912930474333983
46,50,140.430667,0.08,0.13045007032348804
49,50,140.6909,0.02,0.01658124811576726
50,50,140.958258,0.0,0.0
50,50,141.202813,0.0,0.0
50,50,141.46097,0.0,0.0
